Rndrng_Prvdr_Geo_Lvl,Rndrng_Prvdr_Geo_Cd,Rndrng_Prvdr_Geo_Desc,DRG_Cd,DRG_Desc,Tot_Dschrgs,Avg_Submtd_Cvrd_Chrg,Avg_Tot_Pymt_Amt,Avg_Mdcr_Pymt_Amt
State,12,Florida,746,"VAGINA, CERVIX AND VULVA PROCEDURES WITH CC/MCC",84,"$100,364.37","$12,985.88","$10,632.61"
State,12,Florida,747,"VAGINA, CERVIX AND VULVA PROCEDURES WITHOUT CC/MCC",65,"$76,238.74","$7,421.89","$5,694.45"
State,12,Florida,748,FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIVE PROCEDURES,82,"$122,617.74","$10,543.89","$8,385.98"
State,12,Florida,749,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES WITH CC/MCC,52,"$160,739.60","$24,256.27","$19,815.96"
State,12,Florida,754,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITH MCC",111,"$89,690.22","$13,643.43","$11,695.18"
State,12,Florida,755,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITH CC",156,"$59,026.04","$9,529.94","$7,413.62"
State,12,Florida,756,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC",14,"$38,550.86","$7,601.07","$6,321.79"
State,12,Florida,757,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITH MCC",95,"$71,056.64","$11,788.64","$10,164.59"
State,12,Florida,758,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITH CC",74,"$51,335.36","$7,713.08","$6,477.73"
State,12,Florida,759,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC",18,"$42,211.00","$6,121.11","$3,759.94"
State,12,Florida,760,MENSTRUAL AND OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS WITH CC/MCC,174,"$53,701.32","$7,644.78","$5,987.35"
State,12,Florida,761,MENSTRUAL AND OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS WITHOUT CC/MCC,21,"$41,682.43","$5,064.24","$3,518.33"
State,12,Florida,776,POSTPARTUM AND POST ABORTION DIAGNOSES WITHOUT O.R. PROCEDURES,17,"$28,955.94","$7,475.88","$6,017.53"
State,12,Florida,784,CESAREAN SECTION WITH STERILIZATION WITH CC,16,"$74,178.81","$10,874.06","$7,593.56"
State,12,Florida,786,CESAREAN SECTION WITHOUT STERILIZATION WITH MCC,32,"$179,536.94","$19,721.38","$15,815.41"
State,12,Florida,787,CESAREAN SECTION WITHOUT STERILIZATION WITH CC,64,"$59,402.70","$10,513.09","$7,491.72"
State,12,Florida,788,CESAREAN SECTION WITHOUT STERILIZATION WITHOUT CC/MCC,36,"$43,298.06","$8,912.86","$6,627.31"
State,12,Florida,799,SPLENECTOMY WITH MCC,24,"$309,131.88","$41,208.67","$38,687.83"
State,12,Florida,800,SPLENECTOMY WITH CC,12,"$218,498.25","$23,583.25","$21,302.08"
State,12,Florida,802,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS WITH MCC,47,"$128,834.32","$28,011.19","$25,513.06"
State,12,Florida,803,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS WITH CC,48,"$100,445.65","$17,529.52","$11,874.96"
State,12,Florida,804,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS WITHOUT CC/MCC,16,"$63,033.50","$10,715.81","$8,749.94"
State,12,Florida,805,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH MCC,17,"$70,734.71","$10,082.41","$8,383.06"
State,12,Florida,806,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH CC,57,"$31,875.56","$7,322.93","$5,103.33"
State,12,Florida,807,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITHOUT CC/MCC,90,"$27,776.30","$6,264.87","$4,340.22"
State,12,Florida,808,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATIO,597,"$113,007.94","$17,944.67","$15,645.46"
State,12,Florida,809,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATIO,778,"$60,932.91","$10,082.74","$8,170.05"
State,12,Florida,810,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATIO,90,"$43,855.29","$7,673.34","$6,028.77"
State,12,Florida,811,RED BLOOD CELL DISORDERS WITH MCC,2648,"$77,333.33","$11,100.04","$9,355.23"
State,12,Florida,812,RED BLOOD CELL DISORDERS WITHOUT MCC,3424,"$48,812.34","$7,594.98","$5,875.23"
State,12,Florida,813,COAGULATION DISORDERS,1353,"$78,882.08","$12,949.12","$11,157.97"
State,12,Florida,814,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITH MCC,126,"$90,255.18","$14,535.20","$12,702.05"
State,12,Florida,815,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITH CC,173,"$57,241.69","$8,574.38","$6,471.86"
State,12,Florida,816,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITHOUT CC/MCC,33,"$39,560.97","$5,779.21","$4,006.97"
State,12,Florida,820,LYMPHOMA AND LEUKEMIA WITH MAJOR O.R. PROCEDURES WITH MCC,72,"$369,823.25","$59,131.54","$50,540.46"
State,12,Florida,821,LYMPHOMA AND LEUKEMIA WITH MAJOR O.R. PROCEDURES WITH CC,60,"$125,410.52","$16,389.40","$13,570.13"
State,12,Florida,822,LYMPHOMA AND LEUKEMIA WITH MAJOR O.R. PROCEDURES WITHOUT CC/MCC,40,"$76,536.10","$10,675.90","$7,975.58"
State,12,Florida,823,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITH MCC,170,"$233,645.01","$35,482.62","$31,094.72"
State,12,Florida,824,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITH CC,169,"$127,976.38","$19,514.30","$15,503.93"
State,12,Florida,825,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITHOUT CC/MCC,31,"$77,281.00","$10,203.94","$8,431.16"
State,12,Florida,826,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDUR,48,"$231,903.92","$40,590.33","$33,637.08"
State,12,Florida,827,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDUR,112,"$132,611.37","$20,502.24","$16,276.98"
State,12,Florida,828,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDUR,43,"$91,233.60","$12,902.60","$11,022.26"
State,12,Florida,829,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH OTHER PROCEDURES WI,105,"$177,004.60","$28,212.88","$23,134.43"
State,12,Florida,830,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH OTHER PROCEDURES WI,12,"$95,285.00","$12,213.25","$8,220.42"
State,12,Florida,831,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITH MCC,47,"$55,087.53","$10,562.09","$8,907.60"
State,12,Florida,832,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITH CC,45,"$47,219.44","$7,777.78","$5,467.40"
State,12,Florida,833,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITHOUT CC/MCC,14,"$38,977.07","$6,189.29","$4,893.86"
State,12,Florida,834,ACUTE LEUKEMIA WITHOUT MAJOR O.R. PROCEDURES WITH MCC,293,"$230,046.82","$53,240.76","$45,639.00"
State,12,Florida,835,ACUTE LEUKEMIA WITHOUT MAJOR O.R. PROCEDURES WITH CC,142,"$83,333.01","$16,474.17","$13,896.14"
State,12,Florida,836,ACUTE LEUKEMIA WITHOUT MAJOR O.R. PROCEDURES WITHOUT CC/MCC,19,"$61,699.32","$9,302.37","$8,178.21"
State,12,Florida,837,CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS OR WITH HIGH DOSE CHEMOTHERAPY A,84,"$219,305.30","$58,451.51","$45,168.04"
State,12,Florida,838,CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH CC OR HIGH DOSE CHEMOTHERAP,40,"$78,824.68","$19,014.48","$15,552.40"
State,12,Florida,839,CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITHOUT CC/MCC,16,"$50,002.94","$13,071.88","$11,873.13"
State,12,Florida,840,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH MCC,570,"$129,804.42","$23,925.61","$20,975.21"
State,12,Florida,841,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH CC,435,"$71,611.42","$12,263.69","$10,361.46"
State,12,Florida,842,LYMPHOMA AND NON-ACUTE LEUKEMIA WITHOUT CC/MCC,77,"$50,863.03","$8,338.53","$6,894.06"
State,12,Florida,843,OTHER MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASTIC DIAGNOSES WITH MC,146,"$97,084.47","$16,846.37","$12,586.61"
State,12,Florida,844,OTHER MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASTIC DIAGNOSES WITH CC,109,"$65,033.33","$9,682.67","$7,540.98"
State,12,Florida,846,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH MCC,92,"$191,101.62","$32,013.86","$27,279.86"
State,12,Florida,847,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH CC,324,"$57,802.84","$12,061.60","$9,860.08"
State,12,Florida,849,RADIOTHERAPY,11,"$75,247.36","$18,162.73","$16,240.55"
State,12,Florida,853,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC,5983,"$260,935.89","$36,274.43","$32,549.84"
State,12,Florida,854,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH CC,1490,"$131,854.39","$15,870.00","$13,033.40"
State,12,Florida,856,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITH MCC,539,"$222,274.00","$34,394.74","$30,287.99"
State,12,Florida,857,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITH CC,540,"$122,841.15","$16,226.04","$13,353.80"
State,12,Florida,858,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITHOUT CC/MCC,40,"$91,769.00","$11,615.93","$7,833.58"
State,12,Florida,862,POSTOPERATIVE AND POST-TRAUMATIC INFECTIONS WITH MCC,872,"$92,479.34","$14,702.94","$12,172.21"
State,12,Florida,863,POSTOPERATIVE AND POST-TRAUMATIC INFECTIONS WITHOUT MCC,682,"$51,078.58","$8,181.25","$6,639.96"
State,12,Florida,864,FEVER AND INFLAMMATORY CONDITIONS,471,"$48,111.83","$7,236.31","$5,552.37"
State,12,Florida,865,VIRAL ILLNESS WITH MCC,144,"$63,402.99","$12,181.36","$10,084.01"
State,12,Florida,866,VIRAL ILLNESS WITHOUT MCC,211,"$48,979.38","$7,872.75","$5,516.91"
State,12,Florida,867,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITH MCC,93,"$116,026.69","$19,769.41","$16,366.74"
State,12,Florida,868,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITH CC,67,"$51,280.09","$8,622.27","$6,681.09"
State,12,Florida,870,SEPTICEMIA OR SEVERE SEPSIS WITH MV >96 HOURS,2192,"$315,623.65","$48,216.08","$43,109.87"
State,12,Florida,871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,44748,"$102,230.55","$14,469.22","$12,475.79"
State,12,Florida,872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,7840,"$57,377.46","$8,105.01","$6,182.29"
State,12,Florida,876,O.R. PROCEDURES WITH PRINCIPAL DIAGNOSIS OF MENTAL ILLNESS,38,"$177,866.32","$28,908.53","$24,162.42"
State,12,Florida,880,ACUTE ADJUSTMENT REACTION AND PSYCHOSOCIAL DYSFUNCTION,513,"$51,618.06","$7,390.22","$5,765.06"
State,12,Florida,881,DEPRESSIVE NEUROSES,161,"$32,626.17","$7,165.11","$5,821.22"
State,12,Florida,882,NEUROSES EXCEPT DEPRESSIVE,98,"$39,494.63","$6,741.07","$5,374.43"
State,12,Florida,883,DISORDERS OF PERSONALITY AND IMPULSE CONTROL,30,"$75,018.40","$17,259.97","$11,495.63"
State,12,Florida,884,ORGANIC DISTURBANCES AND INTELLECTUAL DISABILITY,1982,"$63,611.16","$10,583.84","$8,805.67"
State,12,Florida,885,PSYCHOSES,2985,"$45,984.48","$12,635.25","$9,608.28"
State,12,Florida,886,BEHAVIORAL AND DEVELOPMENTAL DISORDERS,25,"$37,444.04","$9,383.68","$8,061.44"
State,12,Florida,887,OTHER MENTAL DISORDER DIAGNOSES,19,"$61,735.16","$12,034.58","$7,091.11"
State,12,Florida,894,"ALCOHOL, DRUG ABUSE OR DEPENDENCE, LEFT AMA",146,"$40,505.30","$5,211.46","$4,027.64"
State,12,Florida,895,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITH REHABILITATION THERAPY",109,"$55,395.01","$14,215.43","$11,746.09"
State,12,Florida,896,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITH MCC",803,"$82,820.97","$12,925.59","$11,228.95"
State,12,Florida,897,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC",1164,"$44,737.85","$6,777.25","$5,246.30"
State,12,Florida,901,WOUND DEBRIDEMENTS FOR INJURIES WITH MCC,53,"$173,815.15","$34,672.87","$31,490.72"
State,12,Florida,902,WOUND DEBRIDEMENTS FOR INJURIES WITH CC,122,"$111,611.90","$17,672.09","$14,604.55"
State,12,Florida,903,WOUND DEBRIDEMENTS FOR INJURIES WITHOUT CC/MCC,18,"$81,879.89","$9,400.06","$8,125.06"
State,12,Florida,904,SKIN GRAFTS FOR INJURIES WITH CC/MCC,62,"$195,054.23","$29,005.16","$23,961.47"
State,12,Florida,905,SKIN GRAFTS FOR INJURIES WITHOUT CC/MCC,22,"$96,763.05","$13,323.73","$10,466.91"
State,12,Florida,906,HAND PROCEDURES FOR INJURIES,43,"$108,561.88","$13,607.40","$11,945.88"
State,12,Florida,907,OTHER O.R. PROCEDURES FOR INJURIES WITH MCC,717,"$197,728.55","$30,391.93","$26,541.94"
State,12,Florida,908,OTHER O.R. PROCEDURES FOR INJURIES WITH CC,571,"$108,910.35","$15,232.14","$12,692.66"
State,12,Florida,909,OTHER O.R. PROCEDURES FOR INJURIES WITHOUT CC/MCC,142,"$87,470.08","$11,257.54","$8,458.04"
State,12,Florida,913,TRAUMATIC INJURY WITH MCC,125,"$74,508.30","$13,487.51","$11,317.73"
State,12,Florida,914,TRAUMATIC INJURY WITHOUT MCC,266,"$52,981.90","$7,077.20","$5,438.58"
State,12,Florida,915,ALLERGIC REACTIONS WITH MCC,173,"$90,342.63","$13,763.93","$11,748.08"
State,12,Florida,916,ALLERGIC REACTIONS WITHOUT MCC,217,"$35,892.28","$5,626.04","$3,823.56"
State,12,Florida,917,POISONING AND TOXIC EFFECTS OF DRUGS WITH MCC,1546,"$78,514.49","$11,417.29","$9,579.12"
State,12,Florida,918,POISONING AND TOXIC EFFECTS OF DRUGS WITHOUT MCC,602,"$44,065.94","$6,504.54","$5,077.08"
State,12,Florida,919,COMPLICATIONS OF TREATMENT WITH MCC,987,"$90,934.51","$15,130.39","$12,629.92"
State,12,Florida,920,COMPLICATIONS OF TREATMENT WITH CC,884,"$53,710.78","$8,457.47","$6,715.45"
State,12,Florida,921,COMPLICATIONS OF TREATMENT WITHOUT CC/MCC,133,"$36,936.03","$6,214.28","$4,738.08"
State,12,Florida,922,"OTHER INJURY, POISONING AND TOXIC EFFECT DIAGNOSES WITH MCC",94,"$74,932.84","$13,439.51","$10,615.05"
State,12,Florida,923,"OTHER INJURY, POISONING AND TOXIC EFFECT DIAGNOSES WITHOUT MCC",94,"$53,203.87","$8,562.41","$6,071.81"
State,12,Florida,928,FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY WITH CC/MCC,46,"$369,744.91","$66,372.33","$56,188.89"
State,12,Florida,934,FULL THICKNESS BURN WITHOUT SKIN GRAFT OR INHALATION INJURY,19,"$69,954.63","$14,871.05","$11,806.84"
State,12,Florida,935,NON-EXTENSIVE BURNS,77,"$80,202.68","$19,859.26","$14,044.83"
State,12,Florida,939,O.R. PROCEDURES WITH DIAGNOSES OF OTHER CONTACT WITH HEALTH SERVICES WITH MCC,39,"$218,231.67","$27,313.46","$24,482.92"
State,12,Florida,940,O.R. PROCEDURES WITH DIAGNOSES OF OTHER CONTACT WITH HEALTH SERVICES WITH CC,73,"$141,562.40","$17,379.88","$14,851.62"
State,12,Florida,941,O.R. PROCEDURES WITH DIAGNOSES OF OTHER CONTACT WITH HEALTH SERVICES WITHOUT CC/MCC,25,"$115,054.52","$13,941.24","$11,709.92"
State,12,Florida,945,REHABILITATION WITH CC/MCC,430,"$84,370.50","$9,745.19","$8,502.40"
State,12,Florida,946,REHABILITATION WITHOUT CC/MCC,99,"$64,827.16","$7,909.28","$6,607.16"
State,12,Florida,947,SIGNS AND SYMPTOMS WITH MCC,452,"$54,733.45","$9,593.31","$7,913.17"
State,12,Florida,948,SIGNS AND SYMPTOMS WITHOUT MCC,1319,"$41,809.71","$6,337.18","$4,817.03"
State,12,Florida,949,AFTERCARE WITH CC/MCC,40,"$49,325.78","$9,079.80","$7,334.65"
State,12,Florida,951,OTHER FACTORS INFLUENCING HEALTH STATUS,229,"$34,193.91","$5,229.56","$4,172.93"
State,12,Florida,955,CRANIOTOMY FOR MULTIPLE SIGNIFICANT TRAUMA,32,"$440,900.16","$53,429.81","$48,065.66"
State,12,Florida,956,"LIMB REATTACHMENT, HIP AND FEMUR PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA",580,"$201,475.62","$27,938.94","$25,116.94"
State,12,Florida,957,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA WITH MCC,157,"$426,467.13","$65,958.59","$58,057.55"
State,12,Florida,958,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA WITH CC,102,"$253,298.59","$32,398.96","$27,800.23"
State,12,Florida,959,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA WITHOUT CC/MCC,16,"$166,846.38","$25,124.06","$13,970.25"
State,12,Florida,963,OTHER MULTIPLE SIGNIFICANT TRAUMA WITH MCC,246,"$144,873.73","$23,844.62","$19,776.04"
State,12,Florida,964,OTHER MULTIPLE SIGNIFICANT TRAUMA WITH CC,341,"$93,649.58","$12,157.60","$9,412.68"
State,12,Florida,965,OTHER MULTIPLE SIGNIFICANT TRAUMA WITHOUT CC/MCC,60,"$67,185.38","$7,593.05","$5,649.87"
State,12,Florida,969,HIV WITH EXTENSIVE O.R. PROCEDURES WITH MCC,36,"$262,274.56","$47,918.97","$44,212.03"
State,12,Florida,974,HIV WITH MAJOR RELATED CONDITION WITH MCC,346,"$144,285.97","$24,990.32","$21,974.87"
State,12,Florida,975,HIV WITH MAJOR RELATED CONDITION WITH CC,134,"$62,407.16","$12,156.60","$10,143.92"
State,12,Florida,976,HIV WITH MAJOR RELATED CONDITION WITHOUT CC/MCC,32,"$53,202.06","$9,621.34","$7,454.25"
State,12,Florida,977,HIV WITH OR WITHOUT OTHER RELATED CONDITION,77,"$79,580.26","$12,040.73","$10,258.38"
State,12,Florida,981,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,1704,"$213,864.64","$34,038.77","$30,199.38"
State,12,Florida,982,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC,748,"$141,597.48","$19,458.09","$15,879.79"
State,12,Florida,983,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,133,"$102,177.91","$13,284.21","$10,188.54"
State,12,Florida,987,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,563,"$166,289.98","$25,975.88","$22,574.80"
State,12,Florida,988,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC,367,"$97,978.48","$13,722.52","$10,429.63"
State,12,Florida,989,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,57,"$70,096.77","$8,752.75","$6,631.35"
State,13,Georgia,1,HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM WITH MCC,75,"$1,195,566.33","$295,403.55","$229,875.91"
State,13,Georgia,3,"ECMO OR TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NEC",348,"$904,805.82","$182,275.07","$158,959.26"
State,13,Georgia,4,"TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NECK WITHOU",361,"$547,514.48","$120,886.50","$98,031.27"
State,13,Georgia,5,LIVER TRANSPLANT WITH MCC OR INTESTINAL TRANSPLANT,22,"$625,337.18","$107,926.14","$66,015.32"
State,13,Georgia,6,LIVER TRANSPLANT WITHOUT MCC,13,"$392,704.69","$60,730.92","$25,371.69"
State,13,Georgia,11,"TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITH MCC",55,"$228,094.22","$47,908.44","$42,578.80"
State,13,Georgia,12,"TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITH CC",37,"$181,713.32","$37,274.03","$30,371.84"
State,13,Georgia,14,ALLOGENEIC BONE MARROW TRANSPLANT,21,"$376,763.95","$113,136.52","$97,221.90"
State,13,Georgia,16,AUTOLOGOUS BONE MARROW TRANSPLANT WITH CC/MCC,75,"$185,860.63","$68,821.97","$53,797.09"
State,13,Georgia,18,CHIMERIC ANTIGEN RECEPTOR (CAR) T-CELL AND OTHER IMMUNOTHERAPIES,34,"$1,862,154.79","$471,459.59","$447,357.76"
State,13,Georgia,20,INTRACRANIAL VASCULAR PROCEDURES WITH PRINCIPAL DIAGNOSIS HEMORRHAGE WITH MCC,61,"$384,348.46","$93,249.90","$81,558.30"
State,13,Georgia,21,INTRACRANIAL VASCULAR PROCEDURES WITH PRINCIPAL DIAGNOSIS HEMORRHAGE WITH CC,17,"$232,320.59","$69,078.94","$51,602.41"
State,13,Georgia,22,INTRACRANIAL VASCULAR PROCEDURES WITH PRINCIPAL DIAGNOSIS HEMORRHAGE WITHOUT CC/MCC,12,"$186,759.50","$34,656.25","$33,038.00"
State,13,Georgia,23,CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITH MCC O,288,"$247,470.90","$53,447.86","$44,492.48"
State,13,Georgia,24,CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITHOUT MC,135,"$182,886.91","$39,111.02","$30,059.73"
State,13,Georgia,25,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC,511,"$196,517.21","$44,313.74","$33,728.12"
State,13,Georgia,26,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC,179,"$141,120.65","$27,589.78","$22,355.33"
State,13,Georgia,27,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC,179,"$114,141.58","$22,058.37","$17,695.07"
State,13,Georgia,28,SPINAL PROCEDURES WITH MCC,60,"$272,662.70","$52,179.48","$44,481.63"
State,13,Georgia,29,SPINAL PROCEDURES WITH CC OR SPINAL NEUROSTIMULATORS,90,"$150,862.03","$29,331.53","$24,107.28"
State,13,Georgia,30,SPINAL PROCEDURES WITHOUT CC/MCC,32,"$96,361.38","$27,906.88","$16,572.16"
State,13,Georgia,31,VENTRICULAR SHUNT PROCEDURES WITH MCC,27,"$128,809.63","$34,616.41","$27,501.41"
State,13,Georgia,32,VENTRICULAR SHUNT PROCEDURES WITH CC,37,"$86,004.05","$18,540.95","$13,859.24"
State,13,Georgia,33,VENTRICULAR SHUNT PROCEDURES WITHOUT CC/MCC,47,"$64,672.51","$13,527.32","$11,395.96"
State,13,Georgia,34,CAROTID ARTERY STENT PROCEDURES WITH MCC,25,"$150,858.96","$35,212.48","$28,375.44"
State,13,Georgia,35,CAROTID ARTERY STENT PROCEDURES WITH CC,88,"$101,032.35","$17,709.26","$15,894.25"
State,13,Georgia,36,CAROTID ARTERY STENT PROCEDURES WITHOUT CC/MCC,153,"$72,753.47","$14,536.96","$11,946.90"
State,13,Georgia,37,EXTRACRANIAL PROCEDURES WITH MCC,98,"$136,107.62","$25,550.14","$23,214.80"
State,13,Georgia,38,EXTRACRANIAL PROCEDURES WITH CC,278,"$80,724.49","$14,252.64","$10,825.35"
State,13,Georgia,39,EXTRACRANIAL PROCEDURES WITHOUT CC/MCC,478,"$58,223.39","$9,582.05","$7,125.20"
State,13,Georgia,40,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH MCC",92,"$177,564.13","$40,265.65","$31,301.34"
State,13,Georgia,41,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH CC OR PERIPHERAL NEUR",120,"$101,782.11","$22,128.32","$16,917.08"
State,13,Georgia,42,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITHOUT CC/MCC",40,"$78,077.30","$20,492.50","$12,759.18"
State,13,Georgia,52,SPINAL DISORDERS AND INJURIES WITH CC/MCC,28,"$107,570.43","$23,207.46","$16,249.21"
State,13,Georgia,54,NERVOUS SYSTEM NEOPLASMS WITH MCC,276,"$65,284.47","$13,423.58","$10,103.49"
State,13,Georgia,55,NERVOUS SYSTEM NEOPLASMS WITHOUT MCC,78,"$44,178.22","$9,847.15","$7,810.13"
State,13,Georgia,56,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITH MCC,360,"$80,566.40","$19,469.32","$15,946.27"
State,13,Georgia,57,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITHOUT MCC,577,"$50,644.24","$11,397.75","$9,171.08"
State,13,Georgia,58,MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITH MCC,11,"$106,701.36","$31,703.36","$19,148.91"
State,13,Georgia,59,MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITH CC,39,"$55,778.51","$11,454.54","$7,766.77"
State,13,Georgia,60,MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITHOUT CC/MCC,29,"$36,100.76","$8,441.97","$5,956.03"
State,13,Georgia,61,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WIT",115,"$128,559.43","$27,013.43","$21,347.58"
