SalesKey,OrderDate,CustomerKey,TerritoryRegion,OrderNumber,LineNumber,Quantity,Price
217,2022-06-03,18829,Northwest,SO72239,2,1.0000,34.9900
363,2022-06-03,18849,Northwest,SO72240,1,1.0000,2294.9900
485,2022-06-03,18849,Northwest,SO72240,2,1.0000,21.9800
231,2022-06-03,18849,Northwest,SO72240,3,1.0000,49.9900
590,2022-06-03,15489,Northwest,SO72241,1,1.0000,769.4900
476,2022-06-03,15489,Northwest,SO72241,2,1.0000,69.9900
225,2022-06-03,15489,Northwest,SO72241,3,1.0000,8.9900
488,2022-06-03,15489,Northwest,SO72241,4,1.0000,53.9900
353,2022-06-03,18399,Southwest,SO72242,1,1.0000,2319.9900
478,2022-06-03,18399,Southwest,SO72242,2,1.0000,9.9900
477,2022-06-03,18399,Southwest,SO72242,3,1.0000,4.9900
355,2022-06-03,18437,Southwest,SO72243,1,1.0000,2319.9900
537,2022-06-03,18437,Southwest,SO72243,2,1.0000,35.0000
528,2022-06-03,18437,Southwest,SO72243,3,1.0000,4.9900
562,2022-06-03,25078,Southwest,SO72255,1,1.0000,2384.0700
541,2022-06-03,25078,Southwest,SO72255,2,1.0000,28.9900
530,2022-06-03,25078,Southwest,SO72255,3,1.0000,4.9900
487,2022-06-03,25078,Southwest,SO72255,4,1.0000,54.9900
568,2022-06-03,11224,Northwest,SO72256,1,1.0000,742.3500
222,2022-06-03,11224,Northwest,SO72256,2,1.0000,34.9900
577,2022-06-03,26295,Northwest,SO72257,1,1.0000,1214.8500
222,2022-06-03,26295,Northwest,SO72257,2,1.0000,34.9900
574,2022-06-03,28250,Southwest,SO72258,1,1.0000,2384.0700
490,2022-06-03,28250,Southwest,SO72258,2,1.0000,53.9900
605,2022-06-03,23887,Northwest,SO72260,1,1.0000,539.9900
482,2022-06-03,23887,Northwest,SO72260,2,1.0000,8.9900
583,2022-06-03,18867,Northwest,SO72261,1,1.0000,1700.9900
237,2022-06-03,18867,Northwest,SO72261,2,1.0000,49.9900
234,2022-06-04,11842,Northwest,SO72288,1,1.0000,49.9900
225,2022-06-04,11842,Northwest,SO72288,2,1.0000,8.9900
539,2022-06-04,29245,Southwest,SO72289,1,1.0000,24.9900
480,2022-06-04,29245,Southwest,SO72289,2,1.0000,2.2900
530,2022-06-04,28188,Northwest,SO72290,1,1.0000,4.9900
467,2022-06-04,28188,Northwest,SO72290,2,1.0000,24.4900
530,2022-06-04,26808,Northwest,SO72291,1,1.0000,4.9900
541,2022-06-04,26808,Northwest,SO72291,2,1.0000,28.9900
535,2022-06-04,25851,Northwest,SO72292,1,1.0000,24.9900
478,2022-06-04,21730,Southwest,SO72293,1,1.0000,9.9900
477,2022-06-04,21730,Southwest,SO72293,2,1.0000,4.9900
480,2022-06-04,21730,Southwest,SO72293,3,1.0000,2.2900
536,2022-06-04,22279,Southwest,SO72294,1,1.0000,29.9900
225,2022-06-04,19731,Southwest,SO72298,1,1.0000,8.9900
476,2022-06-04,19731,Southwest,SO72298,2,1.0000,69.9900
474,2022-06-04,20747,Northwest,SO72299,1,1.0000,69.9900
485,2022-06-04,14460,Northwest,SO72303,1,1.0000,21.9800
228,2022-06-04,14460,Northwest,SO72303,2,1.0000,49.9900
465,2022-06-04,14460,Northwest,SO72303,3,1.0000,24.4900
528,2022-06-04,14612,Southwest,SO72304,1,1.0000,4.9900
217,2022-06-04,14612,Southwest,SO72304,2,1.0000,34.9900
528,2022-06-04,14490,Southwest,SO72305,1,1.0000,4.9900
222,2022-06-04,14490,Southwest,SO72305,2,1.0000,34.9900
485,2022-06-04,13276,Northwest,SO72312,1,1.0000,21.9800
537,2022-06-04,11736,Southwest,SO72313,1,1.0000,35.0000
485,2022-06-04,11736,Southwest,SO72313,2,1.0000,21.9800
234,2022-06-04,11736,Southwest,SO72313,3,1.0000,49.9900
485,2022-06-04,13151,Southwest,SO72314,1,1.0000,21.9800
478,2022-06-04,13151,Southwest,SO72314,2,1.0000,9.9900
477,2022-06-04,13151,Southwest,SO72314,3,1.0000,4.9900
487,2022-06-04,13151,Southwest,SO72314,4,1.0000,54.9900
363,2022-06-04,18862,Southwest,SO72316,1,1.0000,2294.9900
222,2022-06-04,18862,Southwest,SO72316,2,1.0000,34.9900
463,2022-06-04,18862,Southwest,SO72316,3,1.0000,24.4900
359,2022-06-04,13734,Southwest,SO72317,1,1.0000,2294.9900
485,2022-06-04,13734,Southwest,SO72317,2,1.0000,21.9800
478,2022-06-04,13734,Southwest,SO72317,3,1.0000,9.9900
225,2022-06-04,13734,Southwest,SO72317,4,1.0000,8.9900
477,2022-06-04,13734,Southwest,SO72317,5,1.0000,4.9900
590,2022-06-04,15432,Southwest,SO72318,1,1.0000,769.4900
217,2022-06-04,15432,Southwest,SO72318,2,1.0000,34.9900
353,2022-06-04,18416,Northwest,SO72319,1,1.0000,2319.9900
477,2022-06-04,18416,Northwest,SO72319,2,1.0000,4.9900
478,2022-06-04,18416,Northwest,SO72319,3,1.0000,9.9900
222,2022-06-04,18416,Northwest,SO72319,4,1.0000,34.9900
363,2022-06-04,18481,Southwest,SO72320,1,1.0000,2294.9900
477,2022-06-04,18481,Southwest,SO72320,2,1.0000,4.9900
225,2022-06-04,18481,Southwest,SO72320,3,1.0000,8.9900
478,2022-06-04,18481,Southwest,SO72320,4,1.0000,9.9900
363,2022-06-04,13702,Southwest,SO72321,1,1.0000,2294.9900
480,2022-06-04,13702,Southwest,SO72321,2,1.0000,2.2900
578,2022-06-04,26300,Southwest,SO72332,1,1.0000,1214.8500
222,2022-06-04,26300,Southwest,SO72332,2,1.0000,34.9900
572,2022-06-04,25365,Southwest,SO72335,1,1.0000,742.3500
479,2022-06-04,25365,Southwest,SO72335,2,1.0000,8.9900
467,2022-06-04,25365,Southwest,SO72335,3,1.0000,24.4900
477,2022-06-04,25365,Southwest,SO72335,4,1.0000,4.9900
563,2022-06-04,28155,Southwest,SO72336,1,1.0000,2384.0700
561,2022-06-04,28190,Southwest,SO72337,1,1.0000,2384.0700
222,2022-06-04,28190,Southwest,SO72337,2,1.0000,34.9900
604,2022-06-04,24335,Northwest,SO72339,1,1.0000,539.9900
214,2022-06-04,24335,Northwest,SO72339,2,1.0000,34.9900
605,2022-06-04,23880,Southwest,SO72340,1,1.0000,539.9900
477,2022-06-04,23880,Southwest,SO72340,2,1.0000,4.9900
479,2022-06-04,23880,Southwest,SO72340,3,1.0000,8.9900
604,2022-06-04,24330,Southwest,SO72342,1,1.0000,539.9900
222,2022-06-04,24330,Southwest,SO72342,2,1.0000,34.9900
604,2022-06-04,23886,Southwest,SO72343,1,1.0000,539.9900
479,2022-06-04,23886,Southwest,SO72343,2,1.0000,8.9900
477,2022-06-04,23886,Southwest,SO72343,3,1.0000,4.9900
225,2022-06-04,23886,Southwest,SO72343,4,1.0000,8.9900
384,2022-06-04,22229,Southwest,SO72344,1,1.0000,1120.4900
539,2022-06-04,22229,Southwest,SO72344,2,1.0000,24.9900
480,2022-06-04,22229,Southwest,SO72344,3,1.0000,2.2900
390,2022-06-04,22243,Northwest,SO72345,1,1.0000,1120.4900
234,2022-06-04,22243,Northwest,SO72345,2,1.0000,49.9900
583,2022-06-04,19008,Northwest,SO72347,1,1.0000,1700.9900
217,2022-06-04,19008,Northwest,SO72347,2,1.0000,34.9900
463,2022-06-04,19008,Northwest,SO72347,3,1.0000,24.4900
582,2022-06-04,14732,Northwest,SO72348,1,1.0000,1700.9900
237,2022-06-04,14732,Northwest,SO72348,2,1.0000,49.9900
529,2022-06-05,29211,Northwest,SO72369,1,1.0000,3.9900
539,2022-06-05,29211,Northwest,SO72369,2,1.0000,24.9900
480,2022-06-05,29211,Northwest,SO72369,3,1.0000,2.2900
478,2022-06-05,21154,Southwest,SO72372,1,1.0000,9.9900
477,2022-06-05,21154,Southwest,SO72372,2,1.0000,4.9900
217,2022-06-05,21154,Southwest,SO72372,3,1.0000,34.9900
465,2022-06-05,21154,Southwest,SO72372,4,1.0000,24.4900
477,2022-06-05,21705,Southwest,SO72373,1,1.0000,4.9900
478,2022-06-05,21705,Southwest,SO72373,2,1.0000,9.9900
217,2022-06-05,21705,Southwest,SO72373,3,1.0000,34.9900
477,2022-06-05,17687,Northwest,SO72374,1,1.0000,4.9900
217,2022-06-05,17687,Northwest,SO72374,2,1.0000,34.9900
477,2022-06-05,17132,Northwest,SO72375,1,1.0000,4.9900
528,2022-06-05,16749,Southwest,SO72377,1,1.0000,4.9900
485,2022-06-05,16749,Southwest,SO72377,2,1.0000,21.9800
217,2022-06-05,16749,Southwest,SO72377,3,1.0000,34.9900
528,2022-06-05,15190,Southwest,SO72378,1,1.0000,4.9900
214,2022-06-05,15190,Southwest,SO72378,2,1.0000,34.9900
237,2022-06-05,15190,Southwest,SO72378,3,1.0000,49.9900
225,2022-06-05,15190,Southwest,SO72378,4,1.0000,8.9900
528,2022-06-05,14493,Southwest,SO72380,1,1.0000,4.9900
478,2022-06-05,14493,Southwest,SO72380,2,1.0000,9.9900
477,2022-06-05,14493,Southwest,SO72380,3,1.0000,4.9900
214,2022-06-05,14493,Southwest,SO72380,4,1.0000,34.9900
537,2022-06-05,11974,Southwest,SO72390,1,1.0000,35.0000
528,2022-06-05,11974,Southwest,SO72390,2,1.0000,4.9900
217,2022-06-05,11974,Southwest,SO72390,3,1.0000,34.9900
537,2022-06-05,11851,Southwest,SO72391,1,1.0000,35.0000
528,2022-06-05,11857,Northwest,SO72392,1,1.0000,4.9900
537,2022-06-05,11857,Northwest,SO72392,2,1.0000,35.0000
214,2022-06-05,11857,Northwest,SO72392,3,1.0000,34.9900
374,2022-06-05,20658,Southwest,SO72395,1,1.0000,2443.3500
479,2022-06-05,20658,Southwest,SO72395,2,1.0000,8.9900
477,2022-06-05,20658,Southwest,SO72395,3,1.0000,4.9900
593,2022-06-05,16216,Northwest,SO72396,1,1.0000,564.9900
535,2022-06-05,16216,Northwest,SO72396,2,1.0000,24.9900
467,2022-06-05,16216,Northwest,SO72396,3,1.0000,24.4900
597,2022-06-05,14025,Northwest,SO72398,1,1.0000,539.9900
485,2022-06-05,14025,Northwest,SO72398,2,1.0000,21.9800
478,2022-06-05,14025,Northwest,SO72398,3,1.0000,9.9900
477,2022-06-05,14025,Northwest,SO72398,4,1.0000,4.9900
482,2022-06-05,14025,Northwest,SO72398,5,1.0000,8.9900
361,2022-06-05,18850,Southwest,SO72399,1,1.0000,2294.9900
485,2022-06-05,18850,Southwest,SO72399,2,1.0000,21.9800
214,2022-06-05,18850,Southwest,SO72399,3,1.0000,34.9900
465,2022-06-05,18850,Southwest,SO72399,4,1.0000,24.4900
361,2022-06-05,18864,Southwest,SO72400,1,1.0000,2294.9900
485,2022-06-05,18864,Southwest,SO72400,2,1.0000,21.9800
478,2022-06-05,18864,Southwest,SO72400,3,1.0000,9.9900
477,2022-06-05,18864,Southwest,SO72400,4,1.0000,4.9900
363,2022-06-05,18819,Southwest,SO72401,1,1.0000,2294.9900
477,2022-06-05,18819,Southwest,SO72401,2,1.0000,4.9900
478,2022-06-05,18819,Southwest,SO72401,3,1.0000,9.9900
217,2022-06-05,18819,Southwest,SO72401,4,1.0000,34.9900
363,2022-06-05,18560,Southwest,SO72402,1,1.0000,2294.9900
485,2022-06-05,18560,Southwest,SO72402,2,1.0000,21.9800
234,2022-06-05,18560,Southwest,SO72402,3,1.0000,49.9900
359,2022-06-05,13733,Northwest,SO72403,1,1.0000,2294.9900
485,2022-06-05,13733,Northwest,SO72403,2,1.0000,21.9800
487,2022-06-05,13733,Northwest,SO72403,3,1.0000,54.9900
357,2022-06-05,18611,Northwest,SO72404,1,1.0000,2319.9900
485,2022-06-05,18611,Northwest,SO72404,2,1.0000,21.9800
478,2022-06-05,18611,Northwest,SO72404,3,1.0000,9.9900
477,2022-06-05,18611,Northwest,SO72404,4,1.0000,4.9900
222,2022-06-05,18611,Northwest,SO72404,5,1.0000,34.9900
589,2022-06-05,15506,Southwest,SO72405,1,1.0000,769.4900
361,2022-06-05,18528,Southwest,SO72406,1,1.0000,2294.9900
485,2022-06-05,18528,Southwest,SO72406,2,1.0000,21.9800
478,2022-06-05,18528,Southwest,SO72406,3,1.0000,9.9900
477,2022-06-05,18528,Southwest,SO72406,4,1.0000,4.9900
237,2022-06-05,18528,Southwest,SO72406,5,1.0000,49.9900
359,2022-06-05,13462,Northwest,SO72407,1,1.0000,2294.9900
485,2022-06-05,13462,Northwest,SO72407,2,1.0000,21.9800
222,2022-06-05,13462,Northwest,SO72407,3,1.0000,34.9900
463,2022-06-05,13462,Northwest,SO72407,4,1.0000,24.4900
357,2022-06-05,18513,Southwest,SO72408,1,1.0000,2319.9900
485,2022-06-05,18513,Southwest,SO72408,2,1.0000,21.9800
353,2022-06-05,18460,Southwest,SO72409,1,1.0000,2319.9900
485,2022-06-05,18460,Southwest,SO72409,2,1.0000,21.9800
570,2022-06-05,26647,Southwest,SO72419,1,1.0000,742.3500
472,2022-06-05,26647,Southwest,SO72419,2,1.0000,63.5000
217,2022-06-05,26647,Southwest,SO72419,3,1.0000,34.9900
575,2022-06-05,25063,Northwest,SO72423,1,1.0000,2384.0700
222,2022-06-05,25063,Northwest,SO72423,2,1.0000,34.9900
574,2022-06-05,28257,Northwest,SO72424,1,1.0000,2384.0700
477,2022-06-05,28257,Northwest,SO72424,2,1.0000,4.9900
479,2022-06-05,28257,Northwest,SO72424,3,1.0000,8.9900
606,2022-06-05,24323,Southwest,SO72427,1,1.0000,539.9900
529,2022-06-05,24323,Southwest,SO72427,2,1.0000,3.9900
538,2022-06-05,24323,Southwest,SO72427,3,1.0000,21.4900
222,2022-06-05,24323,Southwest,SO72427,4,1.0000,34.9900
606,2022-06-05,24221,Southwest,SO72428,1,1.0000,539.9900
477,2022-06-05,24221,Southwest,SO72428,2,1.0000,4.9900
479,2022-06-05,24221,Southwest,SO72428,3,1.0000,8.9900
382,2022-06-05,22137,Southwest,SO72429,1,1.0000,1120.4900
539,2022-06-05,22137,Southwest,SO72429,2,1.0000,24.9900
529,2022-06-05,22137,Southwest,SO72429,3,1.0000,3.9900
217,2022-06-05,22137,Southwest,SO72429,4,1.0000,34.9900
390,2022-06-05,21929,Southwest,SO72430,1,1.0000,1120.4900
225,2022-06-05,21929,Southwest,SO72430,2,1.0000,8.9900
491,2022-06-05,21929,Southwest,SO72430,3,1.0000,53.9900
390,2022-06-05,21937,Southwest,SO72431,1,1.0000,1120.4900
479,2022-06-05,21937,Southwest,SO72431,2,1.0000,8.9900
477,2022-06-05,21937,Southwest,SO72431,3,1.0000,4.9900
483,2022-06-06,13182,Northwest,SO72440,1,1.0000,120.0000
535,2022-06-06,26194,Southwest,SO72453,1,1.0000,24.9900
528,2022-06-06,26194,Southwest,SO72453,2,1.0000,4.9900
485,2022-06-06,26194,Southwest,SO72453,3,1.0000,21.9800
477,2022-06-06,26194,Southwest,SO72453,4,1.0000,4.9900
478,2022-06-06,26194,Southwest,SO72453,5,1.0000,9.9900
536,2022-06-06,23150,Southwest,SO72455,1,1.0000,29.9900
480,2022-06-06,23150,Southwest,SO72455,2,1.0000,2.2900
484,2022-06-06,23150,Southwest,SO72455,3,1.0000,7.9500
225,2022-06-06,23150,Southwest,SO72455,4,1.0000,8.9900
528,2022-06-06,23388,Southwest,SO72456,1,1.0000,4.9900
536,2022-06-06,23388,Southwest,SO72456,2,1.0000,29.9900
217,2022-06-06,23388,Southwest,SO72456,3,1.0000,34.9900
477,2022-06-06,21262,Southwest,SO72458,1,1.0000,4.9900
478,2022-06-06,21262,Southwest,SO72458,2,1.0000,9.9900
489,2022-06-06,21262,Southwest,SO72458,3,1.0000,53.9900
474,2022-06-06,18977,Northwest,SO72459,1,1.0000,69.9900
231,2022-06-06,18977,Northwest,SO72459,2,1.0000,49.9900
225,2022-06-06,18977,Northwest,SO72459,3,1.0000,8.9900
477,2022-06-06,18550,Southwest,SO72460,1,1.0000,4.9900
217,2022-06-06,18550,Southwest,SO72460,2,1.0000,34.9900
467,2022-06-06,18550,Southwest,SO72460,3,1.0000,24.4900
477,2022-06-06,16923,Northwest,SO72461,1,1.0000,4.9900
487,2022-06-06,16923,Northwest,SO72461,2,1.0000,54.9900
528,2022-06-06,15835,Southwest,SO72463,1,1.0000,4.9900
217,2022-06-06,15835,Southwest,SO72463,2,1.0000,34.9900
491,2022-06-06,15835,Southwest,SO72463,3,1.0000,53.9900
485,2022-06-06,14408,Southwest,SO72464,1,1.0000,21.9800
217,2022-06-06,14408,Southwest,SO72464,2,1.0000,34.9900
481,2022-06-06,14408,Southwest,SO72464,3,1.0000,8.9900
485,2022-06-06,13934,Northwest,SO72465,1,1.0000,21.9800
481,2022-06-06,13934,Northwest,SO72465,2,1.0000,8.9900
528,2022-06-06,11166,Northwest,SO72475,1,1.0000,4.9900
537,2022-06-06,11166,Northwest,SO72475,2,1.0000,35.0000
537,2022-06-06,11085,Southwest,SO72476,1,1.0000,35.0000
528,2022-06-06,11085,Southwest,SO72476,2,1.0000,4.9900
217,2022-06-06,11085,Southwest,SO72476,3,1.0000,34.9900
537,2022-06-06,11848,Northwest,SO72477,1,1.0000,35.0000
528,2022-06-06,11848,Northwest,SO72477,2,1.0000,4.9900
480,2022-06-06,11848,Northwest,SO72477,3,1.0000,2.2900
357,2022-06-06,18860,Northwest,SO72479,1,1.0000,2319.9900
528,2022-06-06,18860,Northwest,SO72479,2,1.0000,4.9900
537,2022-06-06,18860,Northwest,SO72479,3,1.0000,35.0000
217,2022-06-06,18860,Northwest,SO72479,4,1.0000,34.9900
361,2022-06-06,18537,Southwest,SO72480,1,1.0000,2294.9900
587,2022-06-06,15466,Southwest,SO72481,1,1.0000,769.4900
214,2022-06-06,15466,Southwest,SO72481,2,1.0000,34.9900
361,2022-06-06,18512,Southwest,SO72482,1,1.0000,2294.9900
487,2022-06-06,18512,Southwest,SO72482,2,1.0000,54.9900
357,2022-06-06,18395,Northwest,SO72483,1,1.0000,2319.9900
487,2022-06-06,18395,Northwest,SO72483,2,1.0000,54.9900
564,2022-06-06,28297,Northwest,SO72496,1,1.0000,2384.0700
225,2022-06-06,28297,Northwest,SO72496,2,1.0000,8.9900
566,2022-06-06,26681,Southwest,SO72497,1,1.0000,742.3500
584,2022-06-06,20744,Southwest,SO72499,1,1.0000,539.9900
481,2022-06-06,20744,Southwest,SO72499,2,1.0000,8.9900
584,2022-06-06,24321,Northwest,SO72500,1,1.0000,539.9900
479,2022-06-06,24321,Northwest,SO72500,2,1.0000,8.9900
388,2022-06-06,21923,Northwest,SO72501,1,1.0000,1120.4900
386,2022-06-06,14888,Northwest,SO72502,1,1.0000,1120.4900
490,2022-06-06,14888,Northwest,SO72502,2,1.0000,53.9900
467,2022-06-06,14888,Northwest,SO72502,3,1.0000,24.4900
583,2022-06-06,18980,Northwest,SO72504,1,1.0000,1700.9900
228,2022-06-06,18980,Northwest,SO72504,2,1.0000,49.9900
583,2022-06-06,18998,Northwest,SO72505,1,1.0000,1700.9900
539,2022-06-06,18998,Northwest,SO72505,2,1.0000,24.9900
529,2022-06-06,18998,Northwest,SO72505,3,1.0000,3.9900
487,2022-06-06,18998,Northwest,SO72505,4,1.0000,54.9900
583,2022-06-06,18803,Northwest,SO72506,1,1.0000,1700.9900
231,2022-06-06,18803,Northwest,SO72506,2,1.0000,49.9900
539,2022-06-07,28760,Northwest,SO72522,1,1.0000,24.9900
529,2022-06-07,28760,Northwest,SO72522,2,1.0000,3.9900
540,2022-06-07,25376,Southwest,SO72523,1,1.0000,32.6000
535,2022-06-07,26243,Northwest,SO72524,1,1.0000,24.9900
480,2022-06-07,26243,Northwest,SO72524,2,1.0000,2.2900
528,2022-06-07,24260,Northwest,SO72528,1,1.0000,4.9900
536,2022-06-07,24260,Northwest,SO72528,2,1.0000,29.9900
478,2022-06-07,24260,Northwest,SO72528,3,1.0000,9.9900
478,2022-06-07,20540,Southwest,SO72529,1,1.0000,9.9900
478,2022-06-07,20521,Northwest,SO72530,1,1.0000,9.9900
477,2022-06-07,20521,Northwest,SO72530,2,1.0000,4.9900
480,2022-06-07,20521,Northwest,SO72530,3,1.0000,2.2900
484,2022-06-07,20521,Northwest,SO72530,4,1.0000,7.9500
477,2022-06-07,16858,Northwest,SO72531,1,1.0000,4.9900
477,2022-06-07,16806,Southwest,SO72532,1,1.0000,4.9900
237,2022-06-07,16806,Southwest,SO72532,2,1.0000,49.9900
528,2022-06-07,15358,Southwest,SO72533,1,1.0000,4.9900
217,2022-06-07,15358,Southwest,SO72533,2,1.0000,34.9900
528,2022-06-07,14764,Southwest,SO72534,1,1.0000,4.9900
480,2022-06-07,14764,Southwest,SO72534,2,1.0000,2.2900
537,2022-06-07,11726,Northwest,SO72544,1,1.0000,35.0000
528,2022-06-07,11726,Northwest,SO72544,2,1.0000,4.9900
485,2022-06-07,11726,Northwest,SO72544,3,1.0000,21.9800
473,2022-06-07,11726,Northwest,SO72544,4,1.0000,63.5000
222,2022-06-07,11726,Northwest,SO72544,5,1.0000,34.9900
597,2022-06-07,16229,Northwest,SO72545,1,1.0000,539.9900
535,2022-06-07,16229,Northwest,SO72545,2,1.0000,24.9900
528,2022-06-07,16229,Northwest,SO72545,3,1.0000,4.9900
480,2022-06-07,16229,Northwest,SO72545,4,1.0000,2.2900
355,2022-06-07,18514,Southwest,SO72546,1,1.0000,2319.9900
478,2022-06-07,18514,Southwest,SO72546,2,1.0000,9.9900
477,2022-06-07,18514,Southwest,SO72546,3,1.0000,4.9900
487,2022-06-07,18514,Southwest,SO72546,4,1.0000,54.9900
355,2022-06-07,18519,Southwest,SO72547,1,1.0000,2319.9900
528,2022-06-07,18519,Southwest,SO72547,2,1.0000,4.9900
537,2022-06-07,18519,Southwest,SO72547,3,1.0000,35.0000
480,2022-06-07,18519,Southwest,SO72547,4,1.0000,2.2900
589,2022-06-07,15422,Northwest,SO72548,1,1.0000,769.4900
485,2022-06-07,15422,Northwest,SO72548,2,1.0000,21.9800
217,2022-06-07,15422,Northwest,SO72548,3,1.0000,34.9900
467,2022-06-07,15422,Northwest,SO72548,4,1.0000,24.4900
363,2022-06-07,13482,Southwest,SO72549,1,1.0000,2294.9900
485,2022-06-07,13482,Southwest,SO72549,2,1.0000,21.9800
480,2022-06-07,13482,Southwest,SO72549,3,1.0000,2.2900
363,2022-06-07,18420,Southwest,SO72550,1,1.0000,2294.9900
483,2022-06-07,18420,Southwest,SO72550,2,1.0000,120.0000
357,2022-06-07,18432,Southwest,SO72552,1,1.0000,2319.9900
225,2022-06-07,18432,Southwest,SO72552,2,1.0000,8.9900
485,2022-06-07,18432,Southwest,SO72552,3,1.0000,21.9800
355,2022-06-07,18435,Northwest,SO72553,1,1.0000,2319.9900
485,2022-06-07,18435,Northwest,SO72553,2,1.0000,21.9800
217,2022-06-07,18435,Northwest,SO72553,3,1.0000,34.9900
361,2022-06-07,18478,Southwest,SO72554,1,1.0000,2294.9900
485,2022-06-07,18478,Southwest,SO72554,2,1.0000,21.9800
472,2022-06-07,18478,Southwest,SO72554,3,1.0000,63.5000
579,2022-06-07,26298,Northwest,SO72563,1,1.0000,1214.8500
491,2022-06-07,26298,Northwest,SO72563,2,1.0000,53.9900
563,2022-06-07,28154,Southwest,SO72564,1,1.0000,2384.0700
482,2022-06-07,28154,Southwest,SO72564,2,1.0000,8.9900
574,2022-06-07,28156,Southwest,SO72565,1,1.0000,2384.0700
222,2022-06-07,28156,Southwest,SO72565,2,1.0000,34.9900
604,2022-06-07,24388,Northwest,SO72568,1,1.0000,539.9900
479,2022-06-07,24388,Northwest,SO72568,2,1.0000,8.9900
477,2022-06-07,24388,Northwest,SO72568,3,1.0000,4.9900
222,2022-06-07,24388,Northwest,SO72568,4,1.0000,34.9900
605,2022-06-07,23873,Southwest,SO72569,1,1.0000,539.9900
529,2022-06-07,23873,Southwest,SO72569,2,1.0000,3.9900
538,2022-06-07,23873,Southwest,SO72569,3,1.0000,21.4900
473,2022-06-07,23873,Southwest,SO72569,4,1.0000,63.5000
584,2022-06-07,23895,Northwest,SO72570,1,1.0000,539.9900
606,2022-06-07,23878,Southwest,SO72571,1,1.0000,539.9900
477,2022-06-07,23878,Southwest,SO72571,2,1.0000,4.9900
479,2022-06-07,23878,Southwest,SO72571,3,1.0000,8.9900
214,2022-06-07,23878,Southwest,SO72571,4,1.0000,34.9900
386,2022-06-07,22152,Southwest,SO72572,1,1.0000,1120.4900
222,2022-06-07,22152,Southwest,SO72572,2,1.0000,34.9900
228,2022-06-07,22152,Southwest,SO72572,3,1.0000,49.9900
480,2022-06-08,11503,Southwest,SO72596,1,1.0000,2.2900
225,2022-06-08,12963,Northwest,SO72597,1,1.0000,8.9900
530,2022-06-08,28337,Northwest,SO72598,1,1.0000,4.9900
487,2022-06-08,28337,Northwest,SO72598,2,1.0000,54.9900
529,2022-06-08,11194,Southwest,SO72599,1,1.0000,3.9900
214,2022-06-08,11194,Southwest,SO72599,2,1.0000,34.9900
463,2022-06-08,11194,Southwest,SO72599,3,1.0000,24.4900
530,2022-06-08,27390,Northwest,SO72600,1,1.0000,4.9900
541,2022-06-08,27390,Northwest,SO72600,2,1.0000,28.9900
479,2022-06-08,27390,Northwest,SO72600,3,1.0000,8.9900
477,2022-06-08,27390,Northwest,SO72600,4,1.0000,4.9900
535,2022-06-08,26072,Southwest,SO72602,1,1.0000,24.9900
478,2022-06-08,21497,Southwest,SO72603,1,1.0000,9.9900
477,2022-06-08,21497,Southwest,SO72603,2,1.0000,4.9900
231,2022-06-08,21497,Southwest,SO72603,3,1.0000,49.9900
465,2022-06-08,21497,Southwest,SO72603,4,1.0000,24.4900
478,2022-06-08,20433,Northwest,SO72604,1,1.0000,9.9900
477,2022-06-08,20433,Northwest,SO72604,2,1.0000,4.9900
463,2022-06-08,20433,Northwest,SO72604,3,1.0000,24.4900
217,2022-06-08,20433,Northwest,SO72604,4,1.0000,34.9900
475,2022-06-08,19878,Southwest,SO72605,1,1.0000,69.9900
474,2022-06-08,18993,Southwest,SO72606,1,1.0000,69.9900
228,2022-06-08,18993,Southwest,SO72606,2,1.0000,49.9900
225,2022-06-08,18993,Southwest,SO72606,3,1.0000,8.9900
528,2022-06-08,15412,Southwest,SO72607,1,1.0000,4.9900
477,2022-06-08,16748,Southwest,SO72608,1,1.0000,4.9900
491,2022-06-08,16748,Southwest,SO72608,2,1.0000,53.9900
598,2022-06-08,20012,Southwest,SO72616,1,1.0000,539.9900
478,2022-06-08,20012,Southwest,SO72616,2,1.0000,9.9900
477,2022-06-08,20012,Southwest,SO72616,3,1.0000,4.9900
587,2022-06-08,15503,Northwest,SO72617,1,1.0000,769.4900
528,2022-06-08,15503,Northwest,SO72617,2,1.0000,4.9900
536,2022-06-08,15503,Northwest,SO72617,3,1.0000,29.9900
222,2022-06-08,15503,Northwest,SO72617,4,1.0000,34.9900
359,2022-06-08,13724,Southwest,SO72618,1,1.0000,2294.9900
361,2022-06-08,18422,Southwest,SO72619,1,1.0000,2294.9900
485,2022-06-08,18422,Southwest,SO72619,2,1.0000,21.9800
222,2022-06-08,18422,Southwest,SO72619,3,1.0000,34.9900
363,2022-06-08,18428,Northwest,SO72620,1,1.0000,2294.9900
537,2022-06-08,18428,Northwest,SO72620,2,1.0000,35.0000
480,2022-06-08,18428,Northwest,SO72620,3,1.0000,2.2900
565,2022-06-08,26645,Southwest,SO72627,1,1.0000,742.3500
225,2022-06-08,26645,Southwest,SO72627,2,1.0000,8.9900
578,2022-06-08,26285,Northwest,SO72628,1,1.0000,1214.8500
477,2022-06-08,26285,Northwest,SO72628,2,1.0000,4.9900
225,2022-06-08,26285,Northwest,SO72628,3,1.0000,8.9900
479,2022-06-08,26285,Northwest,SO72628,4,1.0000,8.9900
605,2022-06-08,24325,Southwest,SO72630,1,1.0000,539.9900
